Village,Water Body,Type,Date,
Kemkian,Kaminara 1,entier,7/3/23,
Kemkian,Kaminara 2,,2/16/23,
Kemkian,Kanoumra 2,Entier,6/4/23,
Kemkian,Kanoumra 2,Entiere,3/13/23,
Kemkian,Kanoumra 3 A,Section,4/8/23,
Kemkian,Kanoumra 3 A,Section,6/3/23,
Kemkian,Kanoumra 3 A,Entiere,3/13/23,
Kemkian,Kanoumra 3 B,Section,4/8/23,
Kemkian,Kanoumra 3 B,Section,6/3/23,
Kemkian,Kanoumra 3 B,Entiere,3/13/23,
Kemkian,Kanoumra 3 C,Section,4/8/23,
Kemkian,Kanoumra 3 C,Section,6/3/23,
Kemkian,Kanoumra 3 C,Entiere,3/13/23,
Kemkian,Kanoumra 3 D,Entiere,3/13/23,
Kemkian,Loye Nouba,,12/27/23,
Kemkian,Loye Nouba,,1/25/23,
Kemkian,Madjidimbaye,,8/23/23,
Kemkian,Madjidimbaye,,7/27/23,
Kemkian,Madjidimbaye,,6/30/23,
Kemkian,Madjidimbaye,,11/13/23,
Kemkian,Madjidimbaye,,10/17/23,
Kemkian,Madjidimbaye,,9/19/23,
Kemkian,Mangasin A,Barriere,9/19/23,
Kemkian,Mangasin B,Barriere,9/19/23,
Kemkian,Mare 1,,12/6/23,
Kemkian,Mare 1,,12/28/23,
Kemkian,Mare 1,,1/25/23,
Kemkian,Mare 2,,12/6/23,
Kemkian,Mare 2,,12/28/23,
Kemkian,Mare 2,,1/25/23,
Kemkian,Mare 3,,12/6/23,
Kemkian,Mare Bongo,,11/27/23,
Kemkian,Masra A,Entiere,8/23/23,
Kemkian,Masra A,entier,7/27/23,
Kemkian,Masra B,Section,8/23/23,
Kemkian,Masra B,Section,7/27/23,
Kemkian,Masra C,Section,8/23/23,
Kemkian,Masra C,Section,7/27/23,
Kemkian,Masra D,Entiere,8/23/23,
Kemkian,Masra D,entier,7/27/23,
Kemkian,Masra E,Entiere,8/23/23,
Kemkian,Masra E,entier,7/27/23,
Kemkian,Masra F,Entiere,8/23/23,
Kemkian,Masra F,entier,7/27/23,
Kemkian,Mbangui 1,Barriere,7/27/23,
Kemkian,Mbangui 2,Barriere,7/27/23,
Kemkian,Nanat 1,entier,7/27/23,
Kemkian,Nanbat A,Section,8/23/23,
Kemkian,Nanbat A,Section,7/27/23,
Kemkian,Nanbat B,Entiere,8/23/23,
Kemkian,Nanbat B,Section,7/27/23,
Kemkian,Nanbat C,Entiere,8/23/23,
Kemkian,Nanbat C,entier,7/27/23,
Kemkian,Nouba 1 (section de carriere),,12/10/23,
Kemkian,Nouba 1 (section de carriere),,3/15/23,
Kemkian,Nouba 1 (section de carriere),,11/13/23,
Kemkian,Nouba 1 (section de carriere),,9/19/23,
Kemkian,Nouba 2 A (section de carriere),,4/12/23,
Kemkian,Nouba 2 A (section de carriere),,8/23/23,
Kemkian,Nouba 2 A (section de carriere),,12/10/23,
Kemkian,Nouba 2 A (section de carriere),,1/7/23,
Kemkian,Nouba 2 A (section de carriere),,7/27/23,
Kemkian,Nouba 2 A (section de carriere),,6/4/23,
Kemkian,Nouba 2 A (section de carriere),,6/30/23,
Kemkian,Nouba 2 A (section de carriere),,3/15/23,
Kemkian,Nouba 2 A (section de carriere),,5/9/23,
Kemkian,Nouba 2 B (section de carriere),,8/23/23,
Kemkian,Nouba 2 B (section de carriere),,12/10/23,
Kemkian,Nouba 2 B (section de carriere),,1/7/23,
Kemkian,Nouba 2 B (section de carriere),,7/27/23,
Kemkian,Nouba 3 (section de carriere),,4/12/23,
Kemkian,Nouba 3 (section de carriere),,8/23/23,
Kemkian,Nouba 3 (section de carriere),,12/10/23,
Kemkian,Nouba 3 (section de carriere),,1/7/23,
Kemkian,Nouba 3 (section de carriere),,7/27/23,
Kemkian,Nouba 3 (section de carriere),,6/30/23,
Kemkian,Nouba 3 (section de carriere),,3/16/23,
Kemkian,Nouba 3 (section de carriere),,9/19/23,
Kemkian,Tademo,,2/15/23,
Kemkian,Tademo,,3/15/23,
Kemkian,Vandam 4,Entier,8/23/23,
Kemkian,Vandam 4,Entiere,9/20/23,
Kemkian,Vandam 5,Entier,8/23/23,
Kemkian,Vandam 6,Entier,8/23/23,
Kemkian,Vandam S1,Barriere,6/5/23,
Kemkian,Vandam S1,Entiere,3/14/23,
Kemkian,Vandam S2,Entier,6/5/23,
Kemkian,Vandam S2,Entiere,3/14/23,
Kemkian,Vandam S3,Entier,6/4/23,
Tombalbaye,Barh Koh S1,Section,4/27/23,
Tombalbaye,Barh Koh S1,Barriere,6/20/23,
Tombalbaye,Barh Koh S2,Section,4/27/23,
Tombalbaye,Barh Koh S2,Barriere,6/20/23,
Tombalbaye,Barh Koh S3,Section,4/27/23,
Tombalbaye,Barh Koh S3,Barriere,6/20/23,
Tombalbaye,Barh Koh S4,Section,4/27/23,
Tombalbaye,Barh Koh S5,Section,4/27/23,
Camp 21,Canal 1,,2/20/23,
Camp 21,Canal 1,Section,6/11/23,
Camp 21,Canal 1 (S2),,2/20/23,
Camp 21,Canal 2,Section,6/18/23,
Camp 21,Canal 3,,2/20/23,
Camp 21,Canal 3,Section,6/11/23,
Camp 21,Canal 4,Section,6/18/23,
Camp 21,Carriere 1,Section,4/8/23,
Camp 21,Carriere 1,Section,5/3/23,
Camp 21,Carriere 2,Section,4/9/23,
Camp 21,Carriere 2,Section,6/5/23,
Camp 21,Carriere 2,Section,5/3/23,
Camp 21,Carriere 3,Section,4/11/23,
Camp 21,Carriere 4,Section,5/9/23,
Camp 21,Carriere Gravier,Section,3/18/23,
Camp 21,Dang Gravier 1,Section,3/18/23,
Camp 21,Dang Gravier 2,Section,3/18/23,
Camp 21,Dang Gravier 3,Section,3/18/23,
Camp 21,Dang Koutou 1,Section,3/22/23,
Camp 21,Dang Koutou 2,Section,4/11/23,
Camp 21,Dang Koutou 2,Section,3/22/23,
Camp 21,Dang Koutou 2,Section,5/9/23,
Camp 21,Dang Koutou 3,Section,3/22/23,
Camp 21,Dang Koutou 4,Section,4/11/23,
Camp 21,Dang Koutou 4,Section,5/9/23,
Camp 21,Dang Millanguel 1,Section,4/11/23,
Camp 21,Dang Millanguel 1,Section,5/9/23,
Camp 21,Dang Ronde 1,Section,4/8/23,
Camp 21,Dang Ronde 1,Section,6/5/23,
Camp 21,Dang Ronde 1,Section,3/15/23,
Camp 21,Dang Ronde 1,Section,5/3/23,
Camp 21,Dang Ronde 2,Section,6/7/23,
Camp 21,Dang Ronde 3,,2/19/23,
Camp 21,Dang Ronde 3,Section,6/7/23,
Camp 21,Dang Ronde 3 (S2),,2/19/23,
Camp 21,Djimba 1,Section,3/15/23,
Camp 21,Djimba 2,Section,4/8/23,
Camp 21,Djimba 2,Section,6/5/23,
Camp 21,Djimba 2,Section,3/15/23,
Camp 21,Djimba 2,Section,5/3/23,
Camp 21,Djimba 3,Section,4/9/23,
Camp 21,Djimba 3,Section,3/16/23,
Camp 21,Djimba 3,Section,5/6/23,
Camp 21,Djimba 4,Section,4/8/23,
Camp 21,Djimba 4,Section,6/7/23,
Camp 21,Djimba 4,Section,3/15/23,
Camp 21,Djimba 4,Section,5/6/23,
Camp 21,Djimba 5,Section,4/9/23,
Camp 21,Djimba 5,Section,6/7/23,
Camp 21,Djimba 5,Section,3/16/23,
Camp 21,Djimba 5,Section,5/6/23,
Camp 21,Djimba 6,Section,3/16/23,
Camp 21,Djimba 6 Suite,Section,3/16/23,
Camp 21,Doba 1,Section,4/17/23,
Camp 21,Doba 2,Section,4/17/23,
Camp 21,Doba 2,Section,5/3/23,
Camp 21,Doba 3,Section,4/17/23,
Camp 21,Doba 3,Section,6/5/23,
Camp 21,Doba 3,Section,5/3/23,
Camp 21,Doba 4,Section,4/17/23,
Gongo 2,carriere 1,Section,3/18/23,
Gongo 2,carriere 1,Section,5/6/23,
Gongo 2,carriere 11,,2/22/23,
Gongo 2,carriere 11,Section,3/19/23,
Gongo 2,carriere 11,Section,5/7/23,
Gongo 2,carriere 13,Section,3/18/23,
Gongo 2,carriere 14,Section,3/19/23,
Gongo 2,carriere 14,Section,5/7/23,
Gongo 2,carriere 15,,2/22/23,
Gongo 2,carriere 15,Section,3/18/23,
Gongo 2,carriere 15,Section,3/18/23,
Gongo 2,carriere 15,Section,5/7/23,
Gongo 2,carriere 16,Section,3/18/23,
Gongo 2,carriere 17,Section,3/18/23,
Gongo 2,carriere 18,Section,3/19/23,
Gongo 2,carriere 2,Section,3/18/23,
Gongo 2,carriere 2,Section,5/20/23,
Gongo 2,carriere 20,Section,5/6/23,
Gongo 2,carriere 21,Section,5/9/23,
Gongo 2,Carriere 23,Section,6/7/23,
Gongo 2,Carriere 24,Section,6/11/23,
Gongo 2,carriere 3,Section,3/18/23,
Gongo 2,carriere 3,Section,5/6/23,
Gongo 2,carriere 4,Section,6/7/23,
Gongo 2,carriere 4,Section,3/18/23,
Gongo 2,carriere 4,Section,5/6/23,
Gongo 2,carriere 5,,2/21/23,
Gongo 2,carriere 5,Section,3/16/23,
Gongo 2,carriere 6,Section,6/5/23,
Gongo 2,carriere 6,Section,3/18/23,
Gongo 2,carriere 6,Section,5/9/23,
Gongo 2,carriere 7,,2/21/23,
Gongo 2,carriere 7,Section,3/16/23,
Gongo 2,carriere 8,Section,3/19/23,
Gongo 2,carriere 9,Section,3/16/23,
Gongo 2,Dang Kouloh 2,Section,3/18/23,
Gongo 2,Dang Kouloh 2,Section,5/9/23,
Gongo 2,Dang Kouloh 3,Section,6/5/23,
Gongo 2,Dang Kouloh 4,Section,6/11/23,
Gongo 2,Dang Kouloh 4,Section,3/18/23,
Gongo 2,Dang Kouloh 5,Section,3/18/23,
Gongo 2,Dang Rassem 1,Section,6/5/23,
Gongo 2,Dang Rassem 2,Section,6/8/23,
Gongo 2,Dang Rassem 3,Section,6/8/23,
Gongo 2,Dang Rassem 4,Section,6/11/23,
Gongo 2,Dang Rondo 1,Section,6/15/23,
Maibo,Dang Cite 1,Section,4/4/23,
Maibo,Dang Cite 1,,2/16/23,
Maibo,Dang Cite 1,Section,3/11/23,
Maibo,Dang Cite 1,Entier,5/2/23,
Maibo,Dang Cite 10,Section,4/6/23,
Maibo,Dang Cite 10,Entier,7/3/23,
Maibo,Dang Cite 10,Entiere,6/5/23,
Maibo,Dang Cite 11,Section,4/6/23,
Maibo,Dang Cite 11,Entier,7/3/23,
Maibo,Dang Cite 11,Entiere,6/5/23,
Maibo,Dang Cite 12,Section,4/6/23,
Maibo,Dang Cite 12,Entier,7/3/23,
Maibo,Dang Cite 12,Entiere,6/5/23,
Maibo,Dang Cite 13,Section,4/6/23,
Maibo,Dang Cite 13,Entiere,6/5/23,
Maibo,Dang Cite 2,Section,3/11/23,
Maibo,Dang Cite 3,Section,3/11/23,
Maibo,Dang Cite 3,Entier,5/3/23,
Maibo,Dang Cite 4,Section,3/11/23,
Maibo,Dang Cite 5,Section,4/5/23,
Maibo,Dang Cite 5,Section,3/11/23,
Maibo,Dang Cite 5,Entier,5/3/23,
Maibo,Dang Cite 6,Section,4/5/23,
Maibo,Dang Cite 6,Entier,7/1/23,
Maibo,Dang Cite 6,Entiere,6/3/23,
Maibo,Dang Cite 6,Section,3/11/23,
Maibo,Dang Cite 6,Entier,5/3/23,
Maibo,Dang Cite 7,Section,4/5/23,
Maibo,Dang Cite 7,Section,3/12/23,
Maibo,Dang Cite 7,Entier,5/7/23,
Maibo,Dang Cite 8,Section,4/5/23,
Maibo,Dang Cite 8,Section,3/12/23,
Maibo,Dang Cite 8,Entier,5/7/23,
Maibo,Dang Cite 9,Section,3/12/23,
Maibo,Dang Cite 9,Entier,5/7/23,
Maibo,Dang kodmane,Section,4/4/23,
Maibo,Dang kodmane,,2/16/23,
Maibo,Dang kodmane,Entier,7/1/23,
Maibo,Dang kodmane,Entiere,6/3/23,
Maibo,Dang kodmane,Section,3/9/23,
Maibo,Dang kodmane,Entier,5/2/23,
Maibo,Dang Mbaindo,,2/15/23,
Maibo,Dang Ngara 1 S1,Section,4/8/23,
Maibo,Dang Ngara 1 S1,Entier,5/15/23,
Maibo,Dang Ngara 1 S2,Section,4/17/23,
Maibo,Dang Ngara 2,Entiere,6/13/23,
Maibo,Dang Ngara 2,Entier,5/15/23,
Maibo,Dang S3,,2/15/23,
Maibo,Dang S4,,2/15/23,
Maibo,Dang tedebaye 2,Section,4/4/23,
Maibo,Dang tedebaye 2,,2/15/23,
Maibo,Dang tedebaye 2,Entier,7/1/23,
Maibo,Dang tedebaye 2,Entiere,6/3/23,
Maibo,Dang tedebaye 2,Section,3/9/23,
Maibo,Dang tedebaye 2,Entier,5/2/23,
Maibo,Dang tedebaye 3,Section,4/17/23,
Maibo,Dang tedebaye 3,Entiere,6/13/23,
Maibo,Dang tedebaye 3,Entier,5/15/23,
Maibo,Dang Tedebaye 4,Entiere,6/17/23,
Maibo,Danga Mallah,,12/13/23,
Maibo,Danga Mallah,,1/8/23,
Maibo,Dangadjogadja 3,Section,4/8/23,
Maibo,Dangadjogadja 3,Section,3/13/23,
Maibo,Dangadjogadja 3,Entier,5/16/23,
Maibo,Dangadjogadja 4,Section,4/17/23,
Maibo,Dangadjogadja 4,,2/15/23,
Maibo,Dangadjogadja 4,Entiere,6/14/23,
Maibo,Dangadjogadja 4,Section,3/9/23,
Maibo,Dangadjogadja 4,Entier,5/16/23,
Maibo,Grombaka,,4/9/23,
Maibo,Grombaka,Section,4/3/23,
Maibo,Grombaka,Entier,4/30/23,
Maibo,Grombaka,,8/6/23,
Maibo,Grombaka,,7/7/23,
Maibo,Grombaka,,6/9/23,
Maibo,Grombaka,,3/12/23,
Maibo,Grombaka,Section,3/7/23,
Maibo,Grombaka,,5/3/23,
Maibo,Grombaka 2,,2/13/23,
Maibo,Soka 2,,12/19/23,
Maibo,Soka 2,,12/11/23,
Mallah,Beyele 2,,8/16/23,
Mallah,Beyele 2,,1/21/23,
Mallah,Beyele 2,,7/20/23,
Mallah,Beyele 2,,6/24/23,
Mallah,Beyele 2,Entiere,6/20/23,
Mallah,Beyele 2,Entiere,3/15/23,
Mallah,Beyele 3,,8/16/23,
Mallah,Beyele 3,,1/21/23,
Mallah,Beyele 3,,7/20/23,
Mallah,Beyele 3,,6/24/23,
Mallah,Carriere 1,,8/10/23,
Mallah,Carriere 1,,12/10/23,
Mallah,Carriere 1,,7/12/23,
Mallah,Carriere 1,Entiere,6/17/23,
Mallah,Carriere 1,Section,5/20/23,
Mallah,Carriere 2,Entiere,6/17/23,
Mallah,Carriere 3,Entiere,6/17/23,
Mallah,Carriere 3,Section,5/20/23,
Mallah,Carriere 4,Entiere,6/14/23,
Mallah,Carriere 5,Entiere,6/14/23,
Mallah,Carriere 6,Entiere,6/25/23,
Mallah,Carriere 7,Entiere,6/25/23,
Mallah,Carriere 8,Entiere,6/25/23,
Mallah,Dang Bongo 1,Entiere,4/3/23,
Mallah,Dang Bongo 1,Entiere,4/30/23,
Mallah,Dang Bongo 1,,1/14/23,
Mallah,Dang Bongo 1,Entiere,6/21/23,
Mallah,Dang Bongo 1,Entiere,3/6/23,
Mallah,Dang Bongo 1,Entier,5/25/23,
Mallah,Dang Bongo 2,Entiere,4/3/23,
Mallah,Dang Bongo 2,Entiere,4/30/23,
Mallah,Dang Bongo 2,,1/15/23,
Mallah,Dang Bongo 2,Entiere,3/6/23,
Mallah,Dang Bongo 3,Entiere,4/3/23,
Mallah,Dang Bongo 3,Entiere,4/30/23,
Mallah,Dang Bongo 3,,1/14/23,
Mallah,Dang Bongo 3,Entiere,6/21/23,
Mallah,Dang Bongo 3,Entier,5/25/23,
Mallah,Dang Bongo 4,Entiere,6/21/23,
Mallah,Dang Bongo 4,Entier,5/25/23,
Mallah,Dang Djodjo,Entiere,6/10/23,
Mallah,Dang Font 1,,7/12/23,
Mallah,Dang Font 2,,7/12/23,
Mallah,Dang Font 3,,7/12/23,
Mallah,Dang Gali,Entiere,4/23/23,
Mallah,Dang Mbai,Entiere,4/23/23,
Mallah,Dang Mbai,Entier,5/17/23,
Mallah,Dang Mbalwa 1,,1/22/23,
Mallah,Dang Mbalwa 1,Entiere,6/3/23,
Mallah,Dang Mbalwa 1,Entiere,3/15/23,
Mallah,Dang Mbalwa 2,,1/22/23,
Mallah,Dang Mbalwa 3,,2/23/23,
Mallah,Dang Mbalwa 3,,1/30/23,
Mallah,Dang Mbalwa 3,Entiere,3/20/23,
Mallah,Dang Mbalwa 3 S2,,2/23/23,
Mallah,Dang Ngatane,Entiere,4/10/23,
Mallah,Dang Ngatane,Entier,7/2/23,
Mallah,Dang Ngatane,Entiere,6/3/23,
Mallah,Dang Ngatane,Entiere,3/15/23,
Mallah,Dang Ngatane,Entier,5/6/23,
Mallah,Dang Ngatane 2,Entier,5/6/23,
Mallah,Dang Toimilta 1,Entiere,6/15/23,
Mallah,Dang Toimilta 2,Entiere,6/19/23,
Mallah,Danga Djimet,Barriere,7/25/23,
Mallah,Kokoi 1,,4/11/23,
Mallah,Kokoi 1,,5/9/23,
Mallah,Kokoi 2,,4/11/23,
Mallah,Kokoi 2,,5/10/23,
Mallah,Point d'entre Danga Djogadja,section,7/4/23,
Mallah,Point d'entrée Beyele 1,Barriere,6/27/23,
Mallah,Point d'entrée Beyele 2,Barriere,6/27/23,
Mallah,Point d'entrée Dang Kemeya 1,Barriere,6/29/23,
Mallah,Point d'entrée Dang Kemeya 2,Barriere,6/29/23,
Mallah,Soka 1,Entiere,4/17/23,
Mallah,Soka 1,Entiere,6/10/23,
Mallah,Soka 1,Entiere,3/20/23,
Mallah,Soka 1,Entier,5/13/23,
Mallah,Soka 1 Suite,Entiere,4/17/23,
Mallah,Soka 3,,4/27/23,
Mallah,Soka 3,,8/20/23,
Mallah,Soka 3,,1/14/23,
Mallah,Soka 3,,7/24/23,
Mallah,Soka 3,,6/27/23,
Mallah,Soka 3,Entiere,6/15/23,
Mallah,Soka 3,Section,5/18/23,
Mallah,Togolo PE 1,Barriere,6/26/23,
Mallah,Togolo PE 1,Barriere,5/25/23,
Mallah,Togolo PE 2,Barriere,6/26/23,
Mallah,Togolo PE 2,Barriere,5/29/23,
Moudjro,Barrage 1,Entiere,6/11/23,
Moudjro,Barrage 1,Entier,5/15/23,
Moudjro,Barrage 2,Entier,5/15/23,
Moudjro,Barrage 6,Entiere,6/17/23,
Moudjro,Barrage 6,Entier,5/20/23,
Moudjro,Barrage 7,Entiere,6/17/23,
Moudjro,Barrage 7,Entier,5/20/23,
Moudjro,Barrage 8,Entier,5/20/23,
Moudjro,Carriere Ngabo 1,Entiere,6/11/23,
Moudjro,Carriere Ngabo 2,Entiere,6/11/23,
Moudjro,Carriere Ngabo 3,Entiere,6/11/23,
Moudjro,Carriere Ngabo 4,Entiere,6/11/23,
Moudjro,Carriere Ngabo 5,Entiere,6/17/23,
Moudjro,Dangue Ronde,Entiere,6/20/23,
Moudjro,Dangue Ronde,Entier,5/23/23,
Moudjro,Djibrine 1,Entier,5/23/23,
Moudjro,Djibrine 2,Entier,5/23/23,
Moudjro,Kouh,Entier,5/27/23,
Moudjro,Mbamngal 1,Entiere,6/25/23,
Moudjro,Mbamngal 2,Entiere,6/25/23,
Moudjro,Mbamngal 3,Entiere,6/25/23,
Moudjro,Point d'entrée Ngombe,Barriere,9/3/23,
Gon-horo,Barh Sara P1,Barriere,8/21/23,
Gon-horo,Barh Sara P2,Barriere,8/21/23,
Manta,Bongue P1,Barriere,6/10/23,
Manta,Bongue P1,Barriere,5/13/23,
Manta,Dinga Tuba,Barriere,6/27/23,
Manta,Ngagoye P1,Barriere,4/29/23,
Manta,Ngagoye P1,Barriere,6/22/23,
Manta,Ngagoye P1,Barriere,5/27/23,
Manta,Tala ,Barriere,6/3/23,
Manta,Tala ,Barriere,5/7/23,
Manta,Yemain P1,Barriere,6/13/23,
Manta,Yemain P1,Barriere,5/16/23,
Manta,Yemain P2,Barriere,6/14/23,
Manta,Yemain P2,Barriere,5/17/23,
Nouman,Ngandague,Point d’entrée,9/30/19,
Monbolo,Kamkorbo 1,Entiere,4/29/23,
Monbolo,Kamkorbo 1,Barriere,6/24/23,
Monbolo,Kamkorbo 1,Barriere,5/27/23,
Monbolo,Kamkorbo 2,Entiere,4/29/23,
Monbolo,Kamkorbo 2,Barriere,6/24/23,
Monbolo,Kamkorbo 2,Barriere,5/27/23,
Monbolo,Kamkorbo 3,Entiere,4/29/23,
Monbolo,Kamkorbo 3,Entiere,4/29/23,
Monbolo,Kamkorbo 3,Barriere,6/24/23,
Monbolo,Kamkorbo 3,Barriere,5/27/23,
Monbolo,Kamkorbo 4,Barriere,6/24/23,
Monbolo,Kamkorbo 4,Barriere,5/27/23,
Dilbodo,Labdane 2,Entiere,4/25/23,
Dilbodo,Labdane 2,Section,5/22/23,
Dilbodo,Labdane S1,Section,4/4/23,
Dilbodo,Labdane S1,Section,6/19/23,
Dilbodo,Labdane S1,Section,3/7/23,
Dilbodo,Labdane S1,Entiere,5/29/23,
Dilbodo,Labdane S2,Section,3/25/23,
Dilbodo,Ngone Bah 1,Entiere,6/26/23,
Dilbodo,Ngone Bah 2,Entiere,6/26/23,
Dilbodo,Ngon-song,Section,4/10/23,
Dilbodo,Ngon-song,Section,6/6/23,
Dilbodo,Ngon-song 2,Section,5/8/23,
Douibanda,Mberem-doye,Entiere,4/17/23,
Douibanda,Mberem-doye,Entiere,6/12/23,
Douibanda,Mberem-doye,Entiere,5/15/23,
Douibanda,Ngassengreguete 2,Entiere,6/25/23,
Douibanda,Ngassengreguete 3,Entiere,6/25/23,
Douibanda,Ngasserguete,Entiere,4/11/23,
Douibanda,Ngasserguete,Entiere,6/6/23,
Douibanda,Ngasserguete,Entiere,3/14/23,
Douibanda,Ngasserguete,Entiere,5/9/23,
Douibanda,Tamasbaye,Entiere,4/24/23,
Douibanda,Tamasbaye,Entiere,3/20/23,
Maimou,Dang Wai,,12/12/23,
Maimou,Dang Wai,,1/13/23,
Maimou,Dang Wai,,6/19/23,
Maimou,Dang Wai,Entiere,6/10/23,
Maimou,Dang Wai,,11/14/23,
Maimou,Djere,,4/1/23,
Maimou,Djere,,4/28/23,
Maimou,Djere,,6/19/23,
Maimou,Djere,Section,6/21/23,
Maimou,Djere,Entiere,3/18/23,
Maimou,Tabara,,4/10/23,
Maimou,Tabara,Entiere,4/5/23,
Maimou,Tabara,,7/4/23,
Maimou,Tabara,,6/6/23,
Maimou,Tabara,Entiere,6/1/23,
Maimou,Tabara,Entiere,6/1/23,
Maimou,Tabara,Entiere,6/28/23,
Maimou,Tabara,,3/13/23,
Maimou,Tabara,Entiere,3/9/23,
Maimou,Tabara,,5/8/23,
Maimou,Tabara,Entiere,5/5/23,
Mangara 1,Bakoro,,4/20/23,
Mangara 1,Bakoro,Entiere,4/8/23,
Mangara 1,Bakoro,Section,7/1/23,
Mangara 1,Bakoro,,6/14/23,
Mangara 1,Bakoro,Entiere,6/3/23,
Mangara 1,Bakoro,Entiere,6/3/23,
Mangara 1,Bakoro,,5/17/23,
Mangara 1,Bakoro,Entiere,5/6/23,
Mangara 1,Tabadan,,2/10/23,
Mangara 1,Tabadan,,1/12/23,
Mangara 1,Tabadan,,7/13/23,
Mangara 1,Tabadan,Entiere,6/19/23,
Mangara 1,Tabadan,,3/8/23,
Mangara 1,Tabadan,Entiere,3/7/23,
Mangara 1,Tabadan,Section,5/21/23,
Mangara 1,Tabadan 2,Entiere,4/23/23,
Mangara 1,Tabadan 2,Entiere,6/14/23,
Mangara 1,Tabadan 2,Entiere,3/25/23,
Mangara 1,Tabadan 2,Entiere,5/17/23,
Sanda,Kague Dangai,Entiere,6/9/23,
Sanda,Ngahoro 2,Entiere,4/19/23,
Sanda,Ngonba S1,Section,4/9/23,
Sanda,Ngonba S1,Section,6/4/23,
Sanda,Ngonba S1,Section,3/13/23,
Sanda,Ngonba S3,Section,5/7/23,
Sanda,Pahowa,Section,5/30/23,
Bere Ville,Bamloumna 2,Entiere,4/16/23,
Bere Ville,Bamloumna 2,Entiere,6/10/23,
Bere Ville,Bamloumna 2,Entiere,5/14/23,
Bere Ville,Bangomna 1,Entiere,4/16/23,
Bere Ville,Bangomna 1,entiere,2/15/23,
Bere Ville,Bangomna 1,Entiere,6/10/23,
Bere Ville,Bangomna 1,Entiere,5/14/23,
Bere Ville,Delkara,Entiere,10/10/23,
Bere Ville,Djirguina 1,Entiere,6/17/23,
Bere Ville,Djirguina 1,Entier,9/12/19,
Bere Ville,Djirguina 2,Entiere,6/17/23,
Bere Ville,Djirguina 2,Entier,9/12/23,
Bere Ville,Djirguina 3,Entiere,6/17/23,
Bere Ville,Djirguina 4,Entiere,6/17/23,
Bere Ville,Djirguina 5,Entiere,6/17/23,
Bere Ville,Djirguina 6,Entiere,6/17/23,
Bere Ville,Djirguina 7,Entiere,6/17/23,
Bere Ville,Gamdje 1,Entiere,4/26/23,
Bere Ville,Gamdje 1,entiere,2/26/23,
Bere Ville,Gamdje 2,Entiere,4/26/23,
Bere Ville,Gamdje 2,entiere,2/26/23,
Bere Ville,Gamdje 3,Entiere,4/25/23,
Bere Ville,Gamdje 3,entiere,2/25/23,
Bere Ville,Gamdje 4,Entiere,4/25/23,
Bere Ville,Gamdje 4,entiere,2/25/23,
Bere Ville,Garba,Entiere,6/25/23,
Bere Ville,Garba,Entiere,5/2/23,
Bere Ville,Garba,Entiere,5/29/23,
Bere Ville,Golonga Nonno,Entiere,6/10/23,
Bere Ville,Golonga Nonno,Entiere,5/14/23,
Bere Ville,Golongmarouhna 1,Entiere,4/10/23,
Bere Ville,Golongmarouhna 1,entiere,2/14/23,
Bere Ville,Golongmarouhna 1,Entiere,6/25/23,
Bere Ville,Golongmarouhna 1,Entiere,3/14/23,
Bere Ville,Golongmarouhna 1,Entiere,5/2/23,
Bere Ville,Golongmarouhna 1,Entiere,5/29/23,
Bere Ville,Golongmarouhna 2,Barriere,4/10/23,
Bere Ville,Golongmarouhna 2,Barriere,2/15/23,
Bere Ville,Golongmarouhna 2,Barriere,3/15/23,
Bere Ville,Golongmarouhna 2,Entiere,5/2/23,
Bere Ville,Gomna Phostin,Barriere,4/4/23,
Bere Ville,Gomna Phostin,Barriere,6/25/23,
Bere Ville,Gomna Phostin,Barriere,5/2/23,
Bere Ville,Gomna Phostin,Barriere,5/29/23,
Bere Ville,Gomna Soumaye 1,Barriere,4/16/23,
Bere Ville,Gomna Soumaye 1,Barriere,2/27/23,
Bere Ville,Gomna Soumaye 1,Barriere,6/10/23,
Bere Ville,Gomna Soumaye 1,Barriere,3/19/23,
Bere Ville,Gomna Soumaye 1,Barriere,5/14/23,
Bere Ville,Gomna Soumaye 2,Barriere,3/7/23,
Bere Ville,Hagada Pierre,Entiere,10/10/23,
Bere Ville,Hagade Bichara,Entiere,10/10/23,
Bere Ville,Yamguindjim,Entiere,6/25/23,
Boctole Foulbe Ville,Bamloum 1,Entiere,4/24/23,
Boctole Foulbe Ville,Bamloum 1,Entiere,6/13/23,
Boctole Foulbe Ville,Bamloum 1,Entiere,3/24/23,
Boctole Foulbe Ville,Bamloum 2,Entiere,4/19/23,
Boctole Foulbe Ville,Bamloum 2,Barriere,6/13/23,
Boctole Foulbe Ville,Bamloum 2,Entiere,5/16/23,
Boctole Foulbe Ville,Bamloum 3,Entiere,4/24/23,
Boctole Foulbe Ville,Bamloum 3,Barriere,6/13/23,
Boctole Foulbe Ville,Bamloum 3,Entiere,5/16/23,
Boctole Foulbe Ville,Bamloum 4,Entiere,4/24/23,
Boctole Foulbe Ville,Bamloum 4,Entiere,6/13/23,
Boctole Foulbe Ville,Bamloum 4,Entiere,5/16/23,
Boctole Foulbe Ville,Bamloum 5,Entiere,6/13/23,
Boctole Foulbe Ville,Bamloum 5,Entiere,5/25/23,
Boctole Foulbe Ville,Bamloum 6,Entiere,6/13/23,
