Village,Water Body,Type,Date,
Kelengue,Mare Kadre Ago 7,Entiere,9/12/23,
Kelengue,Mare Kadre Ago 8,Entiere,9/12/23,
Kelengue,Mare Micheou 1,Entiere,7/13/23,
Kelengue,Mare Micheou 2,Entiere,7/14/23,
Kelengue,Mare Micheou 3,Entiere,7/14/23,
Kelengue,Mare Mosquee 1,Entiere,8/14/23,
Kelengue,Mare Ngarbaroum 1,Entiere,4/19/23,
Kelengue,Mare Ngarbaroum 1,Entiere,7/9/23,
Kelengue,Mare Ngarbaroum 1,Entiere,6/12/23,
Kelengue,Mare Ngarbaroum 1,Entiere,3/23/23,
Kelengue,Mare Ngarbaroum 1,Entiere,5/16/23,
Kelengue,Mare Ngarbaroum 2,Entiere,4/19/23,
Kelengue,Mare Ngarbaroum 2,Entiere,7/9/23,
Kelengue,Mare Ngarbaroum 2,Entiere,6/12/23,
Kelengue,Mare Ngarbaroum 2,Entiere,3/23/23,
Kelengue,Mare Ngarbaroum 2,Entiere,5/16/23,
Kelengue,Mare Ngarbaroum 3,Entiere,4/19/23,
Kelengue,Mare Ngarbaroum 3,Entiere,7/9/23,
Kelengue,Mare Ngarbaroum 3,Entiere,6/12/23,
Kelengue,Mare Ngarbaroum 3,Entiere,3/23/23,
Kelengue,Mare Ngarbaroum 3,Entiere,5/16/23,
Kelengue,Mare Ngarbaroum 4,Entiere,4/19/23,
Kelengue,Mare Ngarbaroum 4,Entiere,7/9/23,
Kelengue,Mare Ngarbaroum 4,Entiere,6/18/23,
Kelengue,Mare Ngarbaroum 5,Entiere,7/9/23,
Kelengue,Mare Ngarbaroum 5,Entiere,6/18/23,
Kelengue,Mare Ngarbaroum 6,Entiere,6/18/23,
Kelengue,Wadja wadja 1,Entiere,6/24/23,
Kelengue,Wadja wadja 2,Entiere,6/24/23,
Kelengue,Wadja wadja 3,Entiere,6/24/23,
Kelengue,Wadja wadja 4,Entiere,6/24/23,
Mourai Houssa,Assaie,Entiere,9/21/23,
Mourai Houssa,Atchoumgue 1,Entiere,9/21/23,
Mourai Houssa,Atchoumgue 2,Entiere,9/27/23,
Mourai Houssa,Bakouma 1,Entiere,6/4/23,
Mourai Houssa,Bakouma 10,Entiere,8/17/23,
Mourai Houssa,Bakouma 11,Entiere,8/17/23,
Mourai Houssa,Bakouma 12,Entiere,8/24/23,
Mourai Houssa,Bakouma 13,Entiere,8/24/23,
Mourai Houssa,Bakouma 2,Entiere,6/13/23,
Mourai Houssa,Bakouma 3,Entiere,6/13/23,
Mourai Houssa,Bakouma 4,Entiere,8/24/23,
Mourai Houssa,Bakouma 4,Entiere,7/19/23,
Mourai Houssa,Bakouma 4,Entiere,9/14/23,
Mourai Houssa,Bakouma 5,Entiere,8/24/23,
Mourai Houssa,Bakouma 5,Entiere,7/26/23,
Mourai Houssa,Bakouma 5,Entiere,9/14/23,
Mourai Houssa,Bakouma 6,Entiere,8/24/23,
Mourai Houssa,Bakouma 6,Entiere,7/26/23,
Mourai Houssa,Bakouma 7,Entiere,8/17/23,
Mourai Houssa,Bakouma 7,Entiere,7/26/23,
Mourai Houssa,Bakouma 8,Entiere,8/17/23,
Mourai Houssa,Bakouma 8,Entiere,7/26/23,
Mourai Houssa,Bakouma 9,Entiere,8/17/23,
Mourai Houssa,Bakouma 9,Entiere,7/26/23,
Mourai Houssa,Bouda Baye 1,Entiere,6/28/23,
Mourai Houssa,Bouda Baye 2,Entiere,6/28/23,
Mourai Houssa,Bouda Bello,Entiere,8/17/23,
Mourai Houssa,Bouda Godou,Entiere,6/28/23,
Mourai Houssa,Bouta Aminou,Entiere,9/14/23,
Mourai Houssa,Carriere redji,Entier,9/19/19,
Mourai Houssa,Djelbe 1,Entiere,4/25/23,
Mourai Houssa,Djelbe 1,Entiere,7/19/23,
Mourai Houssa,Djelbe 1,Entiere,6/24/23,
Mourai Houssa,Djelbe 1,Entiere,5/24/23,
Mourai Houssa,Djelbe 2,Entiere,4/25/23,
Mourai Houssa,Djelbe 2,Entiere,7/19/23,
Mourai Houssa,Djelbe 2,Entiere,6/24/23,
Mourai Houssa,Djelbe 2,Entiere,5/24/23,
Mourai Houssa,Djelbe 3,Entiere,4/25/23,
Mourai Houssa,Djelbe 3,Entiere,7/19/23,
Mourai Houssa,Djelbe 3,Entiere,6/24/23,
Mourai Houssa,Djelbe 3,Entiere,5/24/23,
Mourai Houssa,Djelbe 4,Entiere,4/25/23,
Mourai Houssa,Djelbe 4,Entiere,7/19/23,
Mourai Houssa,Djelbe 4,Entiere,6/24/23,
Mourai Houssa,Djelbe 4,Entiere,5/24/23,
Mourai Houssa,Djelbe 5,Entiere,4/25/23,
Mourai Houssa,Djelbe 5,Entiere,6/24/23,
Mourai Houssa,Djelbe 6,Entiere,6/24/23,
Mourai Houssa,Djelbe 6,Entiere,5/8/23,
Mourai Houssa,Djelbe 7,Entiere,6/24/23,
Mourai Houssa,Djelbe 7,Entiere,5/8/23,
Mourai Houssa,Djelbe 8,Entiere,6/24/23,
Mourai Houssa,Djelbe 8,Entiere,5/8/23,
Mourai Houssa,Djelbe 9,Entiere,5/8/23,
Mourai Houssa,Djelbe 9,Entier,9/5/23,
Mourai Houssa,Gori,Entiere,9/21/23,
Mourai Houssa,Goyoum Kore 1,Entiere,4/20/23,
Mourai Houssa,Goyoum Kore 1,Entiere,7/11/23,
Mourai Houssa,Goyoum Kore 1,Entiere,6/13/23,
Mourai Houssa,Goyoum Kore 1,Entiere,5/18/23,
Mourai Houssa,Goyoum Kore 2,Entiere,4/20/23,
Mourai Houssa,Goyoum Kore 2,Entiere,7/11/23,
Mourai Houssa,Goyoum Kore 2,Entiere,6/13/23,
Mourai Houssa,Goyoum Kore 2,Entiere,5/18/23,
Mourai Houssa,Goyoum Kore 3,Entiere,7/11/23,
Mourai Houssa,Goyoum Kore 3,Entiere,6/13/23,
Mourai Houssa,Goyoum Kore 4,Entiere,7/11/23,
Mourai Houssa,Goyoum Kore 5,Entiere,7/11/23,
Mourai Houssa,Gueba,Entiere,9/27/23,
Mourai Houssa,Hamman 1,Entiere,9/14/23,
Mourai Houssa,Hamman 2,Entiere,9/14/23,
Mourai Houssa,Kelo-Tchad,Entiere,9/27/23,
Mourai Houssa,Koudougou 1,Entiere,8/6/23,
Mourai Houssa,Koudougou 1,Entiere,7/8/23,
Mourai Houssa,Koudougou 1,Entiere,6/4/23,
Mourai Houssa,Koudougou 10,Entiere,8/29/23,
Mourai Houssa,Koudougou 11,Entiere,8/29/23,
Mourai Houssa,Koudougou 2,Entiere,8/6/23,
Mourai Houssa,Koudougou 2,Entiere,6/4/23,
Mourai Houssa,Koudougou 2,Entiere,9/4/23,
Mourai Houssa,Koudougou 3,Entiere,8/17/23,
Mourai Houssa,Koudougou 3,Entiere,7/8/23,
Mourai Houssa,Koudougou 3,Entiere,9/4/23,
Mourai Houssa,Koudougou 4,Entiere,9/4/23,
Mourai Houssa,Koudougou 5,Entiere,8/29/23,
Mourai Houssa,Koudougou 5,Entiere,9/4/23,
Mourai Houssa,Koudougou 6,Entiere,8/29/23,
Mourai Houssa,Koudougou 7,Entiere,8/29/23,
Mourai Houssa,Koudougou 8,Entiere,8/29/23,
Mourai Houssa,Koudougou 9,Entiere,8/29/23,
Mourai Houssa,Koussi,Entiere,9/21/23,
Mourai Houssa,Massou,Entiere,4/20/23,
Mourai Houssa,Massou,Entiere,7/8/23,
Mourai Houssa,Massou,Entiere,6/8/23,
Mourai Houssa,Massou,Entiere,5/18/23,
Mourai Houssa,Massou 2,Entiere,9/4/23,
Mourai Houssa,Massou 3,Entiere,9/4/23,
Mourai Houssa,Massou 4,Entiere,9/21/23,
Mourai Houssa,Mazoumzou,Entiere,9/27/23,
Mourai Houssa,Nafang 1,Entiere,8/6/23,
Mourai Houssa,Nafang 1,Entiere,7/8/23,
Mourai Houssa,Nafang 1,Entiere,6/8/23,
Mourai Houssa,Nafang 2,Entiere,7/8/23,
Mourai Houssa,Nafang 2,Entiere,6/8/23,
Naray,Bouda Naray 1,Entiere,6/10/23,
Naray,Bouda Naray 2,Entiere,6/10/23,
Bebita,Banc de Sable 1,Entiere,3/14/23,
Bebita,Banc de Sable 2,Entiere,4/11/23,
Bebita,Banc de Sable 3,Entiere,4/11/23,
Bebita,Banc de Sable 4,Entiere,4/11/23,
Bebita,Banc de Sable 5,Entiere,4/11/23,
Bebita,Bayiri 1,Barriere,4/12/23,
Bebita,Bayiri 2,Barriere,4/12/23,
Bebita,Carriere 1,Entiere,4/10/23,
Bebita,Carriere 1,,2/14/23,
Bebita,Carriere 1,,1/28/23,
Bebita,Carriere 1,Entier,6/5/23,
Bebita,Carriere 1,Entiere,3/13/23,
Bebita,Carriere 10,Entier,6/6/23,
Bebita,Carriere 11,Entier,6/7/23,
Bebita,Carriere 12,Entier,6/7/23,
Bebita,Carriere 13,Entier,6/7/23,
Bebita,Carriere 14,Entier,6/7/23,
Bebita,Carriere 2,Entiere,4/10/23,
Bebita,Carriere 2,,2/14/23,
Bebita,Carriere 2,,1/28/23,
Bebita,Carriere 2,Entier,6/5/23,
Bebita,Carriere 2,Entiere,3/13/23,
Bebita,Carriere 3,Entiere,4/10/23,
Bebita,Carriere 3,,2/15/23,
Bebita,Carriere 3,,1/28/23,
Bebita,Carriere 3,Entier,6/5/23,
Bebita,Carriere 3,Entiere,3/13/23,
Bebita,Carriere 4,Entiere,4/10/23,
Bebita,Carriere 4,,2/15/23,
Bebita,Carriere 4,,1/28/23,
Bebita,Carriere 4,Entier,6/5/23,
Bebita,Carriere 4,Section,3/13/23,
Bebita,Carriere 4 S2,Section,3/13/23,
Bebita,Carriere 5,Entiere,4/10/23,
Bebita,Carriere 5,,2/16/23,
Bebita,Carriere 5,,1/28/23,
Bebita,Carriere 5,Entier,6/5/23,
Bebita,Carriere 5,Entiere,3/13/23,
Bebita,Carriere 6,,2/16/23,
Bebita,Carriere 6,,1/28/23,
Bebita,Carriere 6,Entier,6/5/23,
Bebita,Carriere 6,Entiere,3/14/23,
Bebita,Carriere 7,,2/17/23,
Bebita,Carriere 7,,1/28/23,
Bebita,Carriere 7,Entier,6/6/23,
Bebita,Carriere 7,Entiere,3/14/23,
Bebita,Carriere 8,,1/28/23,
Bebita,Carriere 8,Entier,6/6/23,
Bebita,Carriere 9,,1/28/23,
Bebita,Carriere 9,Entier,6/6/23,
Bemadjirodjo,Bongombiri,Entiere,3/16/23,
Bemadjirodjo,Djalaha 1,,12/20/23,
Bemadjirodjo,Djalaha 1,,1/15/23,
Bemadjirodjo,Djalaha 1,Section,7/6/23,
Bemadjirodjo,Djalaha 1,Section,6/7/23,
Bemadjirodjo,Djalaha 1,Barriere,9/3/23,
Bemadjirodjo,Djalaha 1 S2,Section,7/6/23,
Bemadjirodjo,Djalaha 1 S2,Section,6/7/23,
Bemadjirodjo,Djalaha 1 S3,Section,7/6/23,
Bemadjirodjo,Djalaha 2,,12/20/23,
Bemadjirodjo,Djalaha 2,,1/15/23,
Bemadjirodjo,Djalaha 2,Section,7/6/23,
Bemadjirodjo,Djalaha 2,Section,7/7/23,
Bemadjirodjo,Djalaha 2,Section,6/9/23,
Bemadjirodjo,Djalaha 2 S2,Section,7/6/23,
Bemadjirodjo,Djalaha 2 S2,Section,7/7/23,
Bemadjirodjo,Djalaha 2 S2,Section,6/9/23,
Bemadjirodjo,Djalaha 3,Section,7/7/23,
Bemadjirodjo,Djalaha 3,Section,6/9/23,
Bemadjirodjo,Djalaha 3,Entiere,3/15/23,
Bemadjirodjo,Djalaha 3 S2,Section,7/7/23,
Bemadjirodjo,Djalaha 4,Section,7/7/23,
Bemadjirodjo,Djalaha 5,Section,7/7/23,
Bemadjirodjo,Fleuve (A),,5/7/23,
Bemadjirodjo,Fleuve (B),,5/7/23,
Bemadjirodjo,Fleuve (C),,5/7/23,
Bemadjirodjo,Glo bolo 1,Barriere,7/5/23,
Bemadjirodjo,Glo bolo 1,Barriere,9/2/23,
Bemadjirodjo,Glo bolo 2,Barriere,7/5/23,
Bemadjirodjo,Glo bolo 2,Barriere,9/2/23,
Bemadjirodjo,Glo bolo 3,Barriere,7/5/23,
Bemadjirodjo,Glo bolo 4,Barriere,7/5/23,
Bemadjirodjo,Glo bolo 5,Barriere,7/6/23,
Bemadjirodjo,Glo bolo 6,Barriere,7/6/23,
Bemadjirodjo,Golo hor 1,Barriere,05-nov.-19,
Bemadjirodjo,Golo hor 1,Barriere,9/2/23,
Bemadjirodjo,Golo hor 1 P2,Barriere,05-nov.-19,
Bemadjirodjo,Golo hor 2,Barriere,9/2/23,
Bemadjirodjo,Golo hor 3,Barriere,9/3/23,
Bemadjirodjo,Golo hor 4,Barriere,9/3/23,
Bemadjirodjo,Golo hor 5,Barriere,9/3/23,
Bemadjirodjo,Golwor,,2/11/23,
Bemadjirodjo,Gourbolo 1,Barriere,4/13/23,
Bemadjirodjo,Gourbolo 1,,2/12/23,
Bemadjirodjo,Gourbolo 1,Barriere,7/5/23,
Bemadjirodjo,Gourbolo 1,Barriere,7/19/23,
Bemadjirodjo,Gourbolo 1,Barriere,6/8/23,
Bemadjirodjo,Gourbolo 1,Barriere,6/20/23,
Bemadjirodjo,Gourbolo 1,Entiere,3/15/23,
Bemadjirodjo,Gourbolo 1,Barriere,23-oct.-19,
Bemadjirodjo,Gourbolo 1 P2,Barriere,23-oct.-19,
Bemadjirodjo,Gourbolo 2,Barriere,4/13/23,
Bemadjirodjo,Gourbolo 2,,2/12/23,
Bemadjirodjo,Gourbolo 2,Barriere,7/5/23,
Bemadjirodjo,Gourbolo 2,Barriere,7/19/23,
Bemadjirodjo,Gourbolo 2,Barriere,6/8/23,
Bemadjirodjo,Gourbolo 2,Barriere,6/20/23,
Bemadjirodjo,Gourbolo 2,Entiere,3/15/23,
Bemadjirodjo,Kokosse (A),Section,4/12/23,
Bemadjirodjo,Kokosse (A),Section,7/5/23,
Bemadjirodjo,Kokosse (A),Section,7/7/23,
Bemadjirodjo,Kokosse (A),Section,6/6/23,
Bemadjirodjo,Kokosse (A),,5/5/23,
Bemadjirodjo,Kokosse (B),Section,4/12/23,
Bemadjirodjo,Kokosse (B),,2/11/23,
Bemadjirodjo,Kokosse (B),,1/15/23,
Bemadjirodjo,Kokosse (B),,5/5/23,
Bemadjirodjo,Kokosse (C),Section,4/12/23,
Bemadjirodjo,Kokosse (C),,7/12/23,
Bemadjirodjo,Kokosse (C),Section,7/6/23,
Bemadjirodjo,Kokosse (C),Section,6/6/23,
Bemadjirodjo,Kokosse (C) S2,Section,6/7/23,
Bongoroko,Barh Keita 1,Barriere,6/10/23,
Bongoroko,Barh Keita 2,Barriere,6/10/23,
Bongoroko,Barh Keita 3,Barriere,6/10/23,
Bongoroko,Barh Keita 4,Barriere,6/11/23,
Bongoroko,Barh Keita 5,Barriere,6/11/23,
Bongoroko,Barriere 1,Entier,8/6/23,
Bongoroko,Barriere 2,Barriere,8/6/23,
Bongoroko,Brakobo S1,Section,4/9/23,
Bongoroko,Brakobo S2,Section,4/9/23,
Bongoroko,Danga Mara,Barriere,6/11/23,
Bongoroko,Dangatisa 3,Entiere,7/2/23,
Bongoroko,Dangatisa 3,Entier,6/6/23,
Bongoroko,Dangatisa 4,Entiere,7/2/23,
Bongoroko,Dangatisa 4,Entier,6/5/23,
Bongoroko,Dangatisa 5,Entier,6/6/23,
Bongoroko,Dangatisa Barh,Barriere,9/2/23,
Bongoroko,Dangatisa Kaba 1,,2/13/23,
Bongoroko,Dangatisa Kaba 1,,1/12/23,
Bongoroko,Dangatisa Kaba 1,,6/14/23,
Bongoroko,Dangatisa Kaba 2,,4/12/23,
Bongoroko,Dangatisa Kaba 2,Entiere,4/8/23,
Bongoroko,Dangatisa Kaba 2,,2/13/23,
Bongoroko,Dangatisa Kaba 2,,6/14/23,
Bongoroko,Dangatisa Kaba 2,,5/16/23,
Bongoroko,Gamroro 1,Entiere,9/4/23,
Bongoroko,Gamroro 2,Barriere,9/4/23,
Bongoroko,Gamroro 5,Entier,8/5/23,
Bongoroko,Gamroro 6,Entier,8/5/23,
Bongoroko,Gamroro 7,Entier,8/6/23,
Bongoroko,Gamroro Barh,Barriere,9/4/23,
Bongoroko,Gamroro Suite (01),Entier,8/3/23,
Bongoroko,Gamroro Suite (01),,2/11/23,
Bongoroko,Gamroro Suite (01),,1/18/23,
Bongoroko,Gamroro Suite (01),Entiere,7/2/23,
Bongoroko,Gamroro Suite (01),Entier,6/4/23,
Bongoroko,Gamroro Suite (01),,11/17/23,
Bongoroko,Gamroro Suite (02),Entiere,4/8/23,
Bongoroko,Gamroro Suite (02),Entier,8/3/23,
Bongoroko,Gamroro Suite (02),Entier,6/4/23,
Bongoroko,Gamroro Suite (02),Entiere,3/12/23,
Bongoroko,Gamroro Suite (02),,11/17/23,
Bongoroko,Gamroro Suite (03),,11/17/23,
Bongoroko,Gamroro Suite (04),,4/13/23,
Bongoroko,Gamroro Suite (04),,2/16/23,
Bongoroko,Gamroro Suite (04),,7/11/23,
Bongoroko,Gamroro Suite (04),,6/12/23,
Bongoroko,Gamroro Suite (04),Entier,6/6/23,
Bongoroko,Gamroro Suite (04),,3/16/23,
Bongoroko,Gamroro Suite (04),,5/15/23,
Bongoroko,Gromdjobe,Entier,6/2/23,
Bongoroko,Kasibila 1,Entier,8/3/23,
Bongoroko,Kasibila 1,Entiere,9/3/23,
Bongoroko,Kasibila 2,Entier,8/5/23,
Bongoroko,Kasibila 2,Entiere,9/3/23,
Bongoroko,Kasibila 3,Entier,8/6/23,
Bongoroko,Kasibila 3,Entiere,9/3/23,
Bongoroko,Kasibila 4,Entier,8/6/23,
Bongoroko,Kossi Bongoroko 1,Entiere,9/2/23,
Bongoroko,Kossi Bongoroko 2,Entiere,9/2/23,
Bongoroko,Motokoutou,Barriere,6/8/23,
Bongoroko,Ngargnon 1,Barriere,6/9/23,
Bongoroko,Ngargnon 2,Barriere,6/9/23,
Bongoroko,Ngargnon 3,Barriere,6/9/23,
Bongoroko,Point d'entree,Entiere,7/5/23,
Bongoroko,Singala 1,,1/18/23,
Bongoroko,Singala 1,Entiere,7/3/23,
Bongoroko,Singala 1,Entier,6/5/23,
Bongoroko,Singala 3,Entiere,4/9/23,
Bongoroko,Singala 3,Entiere,7/3/23,
Bongoroko,Singala 3,Entier,6/5/23,
Bongoroko,Singala Suite,,12/15/23,
Bongoroko,Singala Suite,,2/12/23,
Bongoroko,Singala Suite,Entiere,7/3/23,
Bongoroko,Singala Suite,Entier,6/3/23,
Bongoroko,Singala Suite,Entiere,3/12/23,
Bongoroko,Sodro,Entiere,4/8/23,
Bongoroko,Sodro,Entier,8/6/23,
Bongoroko,Sodro,,2/13/23,
Bongoroko,Sodro,Entiere,3/11/23,
Bongoroko,Sodro 2,Entiere,4/8/23,
Bongoroko,Sodro 2,Entiere,7/4/23,
Bongoroko,Sodro 2,Entier,6/4/23,
Bongoroko,Sodro 2,Entiere,3/11/23,
Bongoroko,Sodro 3,Entiere,7/4/23,
Bongoroko,Sodro 4,Entiere,7/5/23,
Bongoroko,Sodro Barriere,Barriere,9/3/23,
Gotobendja,Banc de Sable 1,Entiere,4/12/23,
Gotobendja,Banc de Sable 1,Entiere,3/15/23,
Gotobendja,Banc de Sable 2,Entiere,4/12/23,
Gotobendja,Banc de Sable 2,Entiere,3/15/23,
Gotobendja,Banc de Sable 3,Entiere,4/12/23,
Gotobendja,Banc de Sable 3,Entiere,3/15/23,
Gotobendja,Banc de Sable 4,Entiere,4/11/23,
Gotobendja,Banc de Sable 5,Entiere,4/11/23,
Gotobendja,Banc de Sable 6,Entiere,4/11/23,
Gotobendja,Banc de Sable 7,Entiere,4/11/23,
Gotobendja,Carriere 1,Entiere,4/10/23,
Gotobendja,Carriere 1,,2/12/23,
Gotobendja,Carriere 1,,1/23/23,
Gotobendja,Carriere 1,Section,6/5/23,
Gotobendja,Carriere 1,Entiere,3/14/23,
Gotobendja,Carriere 1 S2,Section,6/5/23,
Gotobendja,Carriere 1 S3,Section,6/5/23,
Gotobendja,Carriere 10,,2/14/23,
Gotobendja,Carriere 10,,1/24/23,
Gotobendja,Carriere 10,Entier,6/6/23,
Gotobendja,Carriere 10,Entier,6/10/23,
Gotobendja,Carriere 11,,2/14/23,
Gotobendja,Carriere 11,,1/24/23,
Gotobendja,Carriere 11,Entier,6/6/23,
Gotobendja,Carriere 12,,2/14/23,
Gotobendja,Carriere 12,,1/24/23,
Gotobendja,Carriere 12,Entier,6/8/23,
Gotobendja,Carriere 13,,2/14/23,
Gotobendja,Carriere 13,,1/24/23,
Gotobendja,Carriere 14,,2/15/23,
Gotobendja,Carriere 15,,2/15/23,
Gotobendja,Carriere 16,,2/15/23,
Gotobendja,Carriere 2,,2/12/23,
Gotobendja,Carriere 2,,1/23/23,
Gotobendja,Carriere 2,Section,6/5/23,
Gotobendja,Carriere 2,Entier,6/8/23,
Gotobendja,Carriere 2,Entiere,3/14/23,
Gotobendja,Carriere 2 S2,Section,6/5/23,
Gotobendja,Carriere 2 S3,Section,6/6/23,
Gotobendja,Carriere 3,,2/12/23,
Gotobendja,Carriere 3,,1/23/23,
Gotobendja,Carriere 3,Barriere,6/5/23,
Gotobendja,Carriere 3,Entier,6/8/23,
Gotobendja,Carriere 3,Entiere,3/14/23,
Gotobendja,Carriere 3 S2,Barriere,6/5/23,
Gotobendja,Carriere 4,,2/12/23,
Gotobendja,Carriere 4,,1/23/23,
Gotobendja,Carriere 4,Entier,6/6/23,
Gotobendja,Carriere 4,Entier,6/8/23,
Gotobendja,Carriere 4,Entiere,3/14/23,
Gotobendja,Carriere 5,,2/12/23,
Gotobendja,Carriere 5,,1/23/23,
Gotobendja,Carriere 5,Entier,6/6/23,
Gotobendja,Carriere 5,Entier,6/8/23,
Gotobendja,Carriere 6,,2/13/23,
Gotobendja,Carriere 6,,1/23/23,
Gotobendja,Carriere 6,Entier,6/6/23,
Gotobendja,Carriere 6,Entier,6/10/23,
Gotobendja,Carriere 6 S2,Entier,6/10/23,
Gotobendja,Carriere 6 S3,Entier,6/10/23,
Gotobendja,Carriere 7,,2/13/23,
Gotobendja,Carriere 7,,1/23/23,
Gotobendja,Carriere 7,Entier,6/6/23,
Gotobendja,Carriere 7,Entier,6/9/23,
Gotobendja,Carriere 7,Entier,6/10/23,
Gotobendja,Carriere 8,,2/13/23,
Gotobendja,Carriere 8,,1/24/23,
Gotobendja,Carriere 8,Entier,6/6/23,
Gotobendja,Carriere 8,Entier,6/9/23,
Gotobendja,Carriere 8,Entier,6/10/23,
Gotobendja,Carriere 9,,2/13/23,
Gotobendja,Carriere 9,,1/24/23,
Gotobendja,Carriere 9,Entier,6/6/23,
Gotobendja,Carriere 9,Entier,6/9/23,
Gotobendja,Carriere 9,Entier,6/10/23,
Gotobendja,Conoco 1,Section,4/10/23,
Gotobendja,Conoco 1,Entiere,3/14/23,
Gotobendja,Conoco 1 S2,Section,4/10/23,
Gotobendja,Conoco 2,Entiere,4/9/23,
Gotobendja,Conoco 2,Barriere,6/9/23,
Gotobendja,Conoco 2,Entiere,3/14/23,
Gotobendja,Conoco 3,Entiere,4/9/23,
Gotobendja,Conoco 3,Barriere,6/9/23,
Gotobendja,Conoco 3,Entiere,3/15/23,
Gotobendja,Mandara S1,Section,4/11/23,
Gotobendja,Mandara S2,Section,4/11/23,
Gotobendja,Manoukaga S1,Section,4/11/23,
Gotobendja,Manoukaga S2,Section,4/11/23,
Gotobendja,Mourgra S1,Section,4/10/23,
Gotobendja,Mourgra S2,Section,4/10/23,
Maimani,Banc de sable 1,Entiere,4/11/23,
Maimani,Banc de sable 1,Entiere,3/14/23,
Maimani,Banc de sable 2 S1,Section,4/11/23,
Maimani,Banc de sable 2 S1,Section,3/15/23,
Maimani,Banc de sable 2 S2,Section,4/11/23,
Maimani,Banc de sable 2 S2,Section,3/15/23,
Maimani,Banc de sable 3,Entiere,4/11/23,
Maimani,Banc de sable 3,Entiere,3/15/23,
Maimani,Banc de sable 4 S1,Section,4/12/23,
Maimani,Banc de sable 4 S2,Section,4/12/23,
Maimani,Banc de sable 5,Entiere,4/12/23,
Maimani,Carriere 1,,2/13/23,
Maimani,Carriere 1,,1/30/23,
Maimani,Carriere 1,Entiere,3/13/23,
Maimani,Carriere 2,,1/30/23,
Maimani,Carriere 3,,1/30/23,
Maimani,Carriere 4,,1/30/23,
Maimani,Carriere 5,,2/15/23,
Maimani,Danga Kome,Entiere,4/13/23,
Maimani,Djodaba 1,Entiere,4/10/23,
Maimani,Djodaba 1,,2/13/23,
Maimani,Djodaba 1,,1/30/23,
Maimani,Djodaba 1,Entiere,3/13/23,
Maimani,Djodaba 1 Suite,Entiere,3/13/23,
Maimani,Djodaba 2,Entiere,4/10/23,
Maimani,Djodaba 2,,2/14/23,
Maimani,Djodaba 2,,1/30/23,
Maimani,Djodaba 2,Entiere,3/13/23,
Maimani,Djodaba 2 Suite,Entiere,3/13/23,
Maimani,Djodaba 3,Entiere,4/10/23,
Maimani,Djodaba 3,,2/14/23,
Maimani,Djodaba 3,Entiere,3/13/23,
Maimani,Djodaba 4,,2/15/23,
Maimani,Djodaba 4,Entiere,3/13/23,
Maimani,Djodaba 5,Entiere,3/14/23,
Maimani,Djodaba 6,,2/16/23,
Maimani,Djodaba 6,Entiere,3/14/23,
Maimani,Djodaba 7,Entiere,3/14/23,
Maimani,Kamkaha Kome 1,Barriere,4/13/23,
Maimani,Kamkaha Kome 2,Barriere,4/13/23,
Maimani,Motogadja,Entiere,4/10/23,
Ngabgoto,Banc de sable 1,Entiere,4/9/23,
Ngabgoto,Banc de sable 2,Entiere,4/9/23,
Ngabgoto,Banc de sable 3,Barriere,4/9/23,
Ngabgoto,Banc de sable 4,Entiere,4/9/23,
Ngabgoto,Banc de sable 5,Entiere,4/9/23,
Ngabgoto,Banc de sable 6,Barriere,4/10/23,
Ngabgoto,Banc de sable 7,Entiere,4/10/23,
Ngabgoto,Banc de sable 8,Entiere,4/10/23,
Ngabgoto,Banc de sable 9,Entiere,4/10/23,
Ngabgoto,Carriere 1,,2/11/23,
Ngabgoto,Carriere 1,,1/21/23,
Ngabgoto,Carriere 1 S2,,2/12/23,
Ngabgoto,Carriere 2,,2/12/23,
Ngabgoto,Carriere 2,,1/21/23,
Ngabgoto,Carriere 2,Entiere,3/11/23,
Ngabgoto,Carriere 3,,2/15/23,
Ngabgoto,Carriere 3,,1/21/23,
Ngabgoto,Carriere 4,,2/15/23,
Ngabgoto,Carriere 4,,1/21/23,
Ngabgoto,Carriere 5,,2/15/23,
Ngabgoto,Carriere 5,,1/21/23,
Ngabgoto,Carriere 6,,1/22/23,
Ngabgoto,Carriere 7,,1/22/23,
Ngabgoto,Carriere 8,,1/22/23,
Ngabgoto,Carriere 9,Entiere,4/10/23,
Ngabgoto,Carriere 9,,1/22/23,
Ngabgoto,Maradjoiyoma 1,Entiere,4/11/23,
Ngabgoto,Maradjoiyoma 2,Entiere,4/11/23,
Sandana 2,Banc de Sable 12,Entiere,4/9/23,
Sandana 2,Banc de Sable 14,Entiere,4/9/23,
Sandana 2,Banc de Sable 14,Entier,6/4/23,
Sandana 2,Banc de Sable 15,Entiere,4/10/23,
Sandana 2,Banc de Sable 15,Entier,6/4/23,
Sandana 2,Banc de Sable 15,Entier,6/4/23,
Sandana 2,Banc de Sable 16,Entiere,4/10/23,
Sandana 2,Banc de Sable 17,Entiere,4/10/23,
Sandana 2,Banc de Sable 18,Entiere,4/10/23,
Sandana 2,Banc de Sable 19,Entiere,4/11/23,
Sandana 2,Banc de Sable 20,Entiere,4/11/23,
Sandana 2,Banc de Sable 21,Entiere,4/11/23,
Sandana 2,Carriere 1,,2/16/23,
Sandana 2,Carriere 1,,1/29/23,
Sandana 2,Carriere 1,Entier,6/6/23,
